visit_id,client_id,property_id,agent_id,visit_date,visit_purpose
V015054,495,695,82,6/1/2020,Area Comparison
V015055,495,695,82,6/1/2020,Area Comparison
V010053,1078,993,97,6/1/2020,Initial Interest
V012499,1675,819,173,6/1/2020,Initial Interest
V013105,960,165,148,6/1/2020,Browsing
V014314,644,1145,53,6/1/2020,Just Checking
V014315,644,1145,53,6/1/2020,Area Comparison
V013104,960,165,148,6/1/2020,Initial Interest
V013466,1596,2024,126,6/2/2020,Initial Interest
V013467,1596,2024,126,6/2/2020,Area Comparison
V014818,578,1516,53,6/3/2020,Area Comparison
V014819,578,1516,53,6/3/2020,Initial Interest
V015871,1110,180,215,6/3/2020,Price Inquiry
V009745,633,1519,64,6/3/2020,Browsing
V011405,907,440,181,6/3/2020,Area Comparison
V009744,633,1519,64,6/3/2020,Price Inquiry
V015870,1110,180,215,6/3/2020,Browsing
V011404,907,440,181,6/3/2020,Price Inquiry
V015266,332,2122,218,6/4/2020,Browsing
V015267,332,2122,218,6/4/2020,Initial Interest
V003900,2054,2033,138,6/4/2020,First Viewing
V009591,1534,2065,135,6/5/2020,Price Inquiry
V009590,1534,2065,135,6/5/2020,Just Checking
V011480,305,1589,123,6/6/2020,Initial Interest
V011481,305,1589,123,6/6/2020,Initial Interest
V013504,554,552,218,6/7/2020,Browsing
V010519,778,2563,27,6/7/2020,Just Checking
V010518,778,2563,27,6/7/2020,Area Comparison
V013505,554,552,218,6/7/2020,Browsing
V011272,1017,2005,138,6/8/2020,Price Inquiry
V010868,296,1129,194,6/8/2020,Initial Interest
V011273,1017,2005,138,6/8/2020,Price Inquiry
V014430,1268,2548,241,6/8/2020,Browsing
V010869,296,1129,194,6/8/2020,Price Inquiry
V014431,1268,2548,241,6/8/2020,Browsing
V014513,1197,2775,87,6/8/2020,Price Inquiry
V014512,1197,2775,87,6/8/2020,Area Comparison
V015652,1830,498,227,6/10/2020,Initial Interest
V015653,1830,498,227,6/10/2020,Just Checking
V014480,146,2907,109,6/10/2020,Browsing
V016021,1594,1558,248,6/10/2020,Browsing
V014481,146,2907,109,6/10/2020,Area Comparison
V016020,1594,1558,248,6/10/2020,Initial Interest
V012889,27,1467,111,6/11/2020,Just Checking
V012888,27,1467,111,6/11/2020,Just Checking
V011016,663,2484,216,6/12/2020,Browsing
V005881,694,2485,97,6/12/2020,First Viewing
V011017,663,2484,216,6/12/2020,Initial Interest
V014052,1654,571,205,6/12/2020,Price Inquiry
V014053,1654,571,205,6/12/2020,Browsing
V013080,413,1032,77,6/13/2020,Browsing
V013081,413,1032,77,6/13/2020,Just Checking
V005118,346,237,26,6/14/2020,First Viewing
V013438,1344,505,248,6/14/2020,Just Checking
V013195,1602,1262,232,6/14/2020,Just Checking
V010202,468,1987,32,6/14/2020,Area Comparison
V010203,468,1987,32,6/14/2020,Area Comparison
V013194,1602,1262,232,6/14/2020,Price Inquiry
V013439,1344,505,248,6/14/2020,Just Checking
V016260,449,2582,87,6/15/2020,Browsing
V001329,793,2482,27,6/15/2020,First Viewing
V016261,449,2582,87,6/15/2020,Initial Interest
V015283,639,2356,16,6/16/2020,Initial Interest
V005882,694,2485,97,6/16/2020,Negotiation
V015282,639,2356,16,6/16/2020,Initial Interest
V001450,300,1844,61,6/16/2020,Final Check
V001330,793,2482,27,6/17/2020,Negotiation
V011848,895,1277,186,6/17/2020,Initial Interest
V011849,895,1277,186,6/17/2020,Area Comparison
V012842,8,2801,29,6/17/2020,Area Comparison
V012843,8,2801,29,6/17/2020,Just Checking
V010541,1631,636,124,6/18/2020,Area Comparison
V010540,1631,636,124,6/18/2020,Browsing
V010230,963,2057,37,6/19/2020,Initial Interest
V014171,969,2667,176,6/19/2020,Initial Interest
V014170,969,2667,176,6/19/2020,Initial Interest
V010231,963,2057,37,6/19/2020,Browsing
V014246,1541,2529,229,6/19/2020,Browsing
V014247,1541,2529,229,6/19/2020,Initial Interest
V009285,1020,206,85,6/20/2020,Browsing
V009284,1020,206,85,6/20/2020,Area Comparison
V001449,300,1844,61,6/21/2020,Negotiation
V001332,793,2482,27,6/21/2020,Contract Discussion
V001331,793,2482,27,6/22/2020,Final Check
V005119,346,237,26,6/23/2020,Negotiation
V013398,1254,2390,3,6/23/2020,Just Checking
V011363,1737,1476,237,6/23/2020,Area Comparison
V011362,1737,1476,237,6/23/2020,Browsing
V013399,1254,2390,3,6/23/2020,Browsing
V015999,1352,1722,197,6/23/2020,Browsing
V015998,1352,1722,197,6/23/2020,Price Inquiry
V014595,404,35,125,6/24/2020,Just Checking
V014594,404,35,125,6/24/2020,Price Inquiry
V012420,992,1086,32,6/24/2020,Initial Interest
V012421,992,1086,32,6/24/2020,Browsing
V003902,2054,2033,138,6/25/2020,Final Check
V009890,1349,1523,126,6/25/2020,Just Checking
V012358,618,1818,1,6/25/2020,Just Checking
V009891,1349,1523,126,6/25/2020,Browsing
V013413,959,2067,106,6/25/2020,Just Checking
V012359,618,1818,1,6/25/2020,Just Checking
V013412,959,2067,106,6/25/2020,Area Comparison
V009335,139,2126,192,6/26/2020,Area Comparison
V009334,139,2126,192,6/26/2020,Just Checking
V010438,991,2082,78,6/26/2020,Just Checking
V012339,242,1137,39,6/26/2020,Price Inquiry
V010439,991,2082,78,6/26/2020,Browsing
V012338,242,1137,39,6/26/2020,Browsing
V009515,348,1308,67,6/27/2020,Browsing
V009514,348,1308,67,6/27/2020,Price Inquiry
V010555,1488,2589,154,6/27/2020,Area Comparison
V010554,1488,2589,154,6/27/2020,Browsing
V003901,2054,2033,138,6/28/2020,Negotiation
V005120,346,237,26,6/28/2020,Final Check
V001448,300,1844,61,6/28/2020,First Viewing
V011146,98,1060,129,6/29/2020,Browsing
V011147,98,1060,129,6/29/2020,Price Inquiry
V011557,654,1360,5,6/29/2020,Browsing
V016025,1735,1086,177,6/29/2020,Browsing
V012265,1192,2180,222,6/29/2020,Initial Interest
V001451,300,1844,61,6/29/2020,Contract Discussion
V012264,1192,2180,222,6/29/2020,Just Checking
V016024,1735,1086,177,6/29/2020,Browsing
V011556,654,1360,5,6/29/2020,Just Checking
V009232,948,942,160,6/30/2020,Just Checking
V009233,948,942,160,6/30/2020,Price Inquiry
V009497,1866,25,145,6/30/2020,Browsing
V015275,1643,1863,249,6/30/2020,Area Comparison
V012425,1160,964,42,6/30/2020,Area Comparison
V015362,1306,1359,100,6/30/2020,Just Checking
V015363,1306,1359,100,6/30/2020,Just Checking
V009496,1866,25,145,6/30/2020,Initial Interest
V012424,1160,964,42,6/30/2020,Just Checking
V015274,1643,1863,249,6/30/2020,Just Checking
V015173,1628,1927,189,7/1/2020,Just Checking
V015172,1628,1927,189,7/1/2020,Initial Interest
V015487,275,992,162,7/2/2020,Price Inquiry
V010500,395,2678,129,7/2/2020,Price Inquiry
V010501,395,2678,129,7/2/2020,Price Inquiry
V015486,275,992,162,7/2/2020,Browsing
V014346,1112,2888,16,7/3/2020,Price Inquiry
V011956,1774,2749,159,7/3/2020,Price Inquiry
V014347,1112,2888,16,7/3/2020,Area Comparison
V011957,1774,2749,159,7/3/2020,Just Checking
V009329,1478,2759,135,7/4/2020,Area Comparison
V008293,416,2840,226,7/4/2020,First Viewing
V014334,169,1774,23,7/4/2020,Area Comparison
V014335,169,1774,23,7/4/2020,Just Checking
V009328,1478,2759,135,7/4/2020,Just Checking
V016031,259,1565,209,7/5/2020,Initial Interest
V016050,1770,1117,73,7/5/2020,Initial Interest
V006318,1953,2596,82,7/5/2020,Final Check
V016051,1770,1117,73,7/5/2020,Area Comparison
V016030,259,1565,209,7/5/2020,Area Comparison
V011794,1601,1031,63,7/6/2020,Area Comparison
V009000,934,50,85,7/6/2020,First Viewing
V011795,1601,1031,63,7/6/2020,Initial Interest
V010373,1157,2311,4,7/7/2020,Area Comparison
V013839,755,527,11,7/7/2020,Area Comparison
V013838,755,527,11,7/7/2020,Price Inquiry
V010372,1157,2311,4,7/7/2020,Just Checking
V013783,1071,2417,155,7/8/2020,Price Inquiry
V004234,1210,1285,195,7/8/2020,Final Check
V013782,1071,2417,155,7/8/2020,Initial Interest
V014298,567,1946,2,7/8/2020,Price Inquiry
V010566,1879,1612,51,7/8/2020,Area Comparison
V010567,1879,1612,51,7/8/2020,Browsing
V014299,567,1946,2,7/8/2020,Area Comparison
V016182,1008,1462,14,7/9/2020,Area Comparison
V016183,1008,1462,14,7/9/2020,Just Checking
V003527,361,1025,77,7/9/2020,Negotiation
V006344,2007,1356,85,7/11/2020,Final Check
V008294,416,2840,226,7/12/2020,Negotiation
V010440,834,2427,130,7/12/2020,Initial Interest
V010441,834,2427,130,7/12/2020,Browsing
V016077,656,1248,19,7/12/2020,Area Comparison
V016076,656,1248,19,7/12/2020,Area Comparison
V015856,646,1529,187,7/13/2020,Price Inquiry
V015857,646,1529,187,7/13/2020,Browsing
V002282,1605,1601,116,7/14/2020,Final Check
V013997,86,1906,106,7/14/2020,Initial Interest
V010530,1756,2766,139,7/14/2020,Area Comparison
V013996,86,1906,106,7/14/2020,Browsing
V006316,1953,2596,82,7/14/2020,First Viewing
V010531,1756,2766,139,7/14/2020,Just Checking
V012091,281,1164,15,7/14/2020,Initial Interest
V012090,281,1164,15,7/14/2020,Price Inquiry
V010045,1274,2483,145,7/15/2020,Initial Interest
V010044,1274,2483,145,7/15/2020,Just Checking
V011936,902,2860,184,7/16/2020,Just Checking
V011937,902,2860,184,7/16/2020,Browsing
V015098,201,1817,198,7/16/2020,Just Checking
V011631,368,972,232,7/16/2020,Price Inquiry
V011630,368,972,232,7/16/2020,Initial Interest
V015099,201,1817,198,7/16/2020,Browsing
V009439,992,2474,99,7/17/2020,Just Checking
V002280,1605,1601,116,7/17/2020,First Viewing
V002281,1605,1601,116,7/17/2020,Negotiation
V009973,1151,2958,126,7/17/2020,Just Checking
V009438,992,2474,99,7/17/2020,Price Inquiry
V009972,1151,2958,126,7/17/2020,Just Checking
V009128,2050,2597,230,7/18/2020,Initial Interest
V015418,563,2270,235,7/18/2020,Area Comparison
V006343,2007,1356,85,7/18/2020,Negotiation
V009129,2050,2597,230,7/18/2020,Price Inquiry
V006317,1953,2596,82,7/18/2020,Negotiation
V015419,563,2270,235,7/18/2020,Area Comparison
V015265,1489,749,218,7/19/2020,Browsing
V016071,1352,907,67,7/19/2020,Browsing
V016070,1352,907,67,7/19/2020,Browsing
V014669,1519,1569,15,7/19/2020,Just Checking
V014668,1519,1569,15,7/19/2020,Browsing
V015264,1489,749,218,7/19/2020,Price Inquiry
V015982,235,1388,69,7/20/2020,Browsing
V015983,235,1388,69,7/20/2020,Price Inquiry
V015406,191,1319,42,7/20/2020,Area Comparison
V015407,191,1319,42,7/20/2020,Area Comparison
V009001,934,50,85,7/20/2020,Negotiation
V010602,1918,400,246,7/21/2020,Area Comparison
V015666,1197,1939,43,7/21/2020,Price Inquiry
V015667,1197,1939,43,7/21/2020,Area Comparison
V014300,1225,1068,221,7/21/2020,Initial Interest
V010046,1864,2757,67,7/21/2020,Browsing
V010603,1918,400,246,7/21/2020,Initial Interest
V011349,524,1110,155,7/21/2020,Browsing
V010047,1864,2757,67,7/21/2020,Price Inquiry
V009002,934,50,85,7/21/2020,Final Check
V011348,524,1110,155,7/21/2020,Browsing
V014301,1225,1068,221,7/21/2020,Initial Interest
V014453,1965,1047,231,7/23/2020,Initial Interest
V012228,1586,165,32,7/23/2020,Just Checking
V014951,1669,1954,120,7/23/2020,Just Checking
V014950,1669,1954,120,7/23/2020,Initial Interest
V012229,1586,165,32,7/23/2020,Browsing
V014452,1965,1047,231,7/23/2020,Price Inquiry
V013862,818,460,66,7/24/2020,Just Checking
V011698,1684,2957,241,7/24/2020,Price Inquiry
V013863,818,460,66,7/24/2020,Just Checking
V003526,361,1025,77,7/24/2020,First Viewing
V011699,1684,2957,241,7/24/2020,Price Inquiry
V011431,728,1356,13,7/26/2020,Browsing
V013349,975,1166,45,7/26/2020,Browsing
V013348,975,1166,45,7/26/2020,Browsing
V011430,728,1356,13,7/26/2020,Initial Interest
V011518,216,350,43,7/26/2020,Initial Interest
V011519,216,350,43,7/26/2020,Price Inquiry
V002782,1555,1062,47,7/27/2020,First Viewing
V007599,1529,1512,155,7/27/2020,Final Check
V015404,1112,1439,141,7/27/2020,Area Comparison
V016163,795,1505,212,7/27/2020,Just Checking
V012406,135,1129,129,7/27/2020,Just Checking
V015962,1876,1991,173,7/27/2020,Browsing
V015405,1112,1439,141,7/27/2020,Just Checking
V012407,135,1129,129,7/27/2020,Just Checking
V016162,795,1505,212,7/27/2020,Browsing
V015963,1876,1991,173,7/27/2020,Price Inquiry
V009672,1988,1375,177,7/28/2020,Browsing
V009673,1988,1375,177,7/28/2020,Just Checking
V004229,876,1570,145,7/29/2020,Negotiation
V013553,1178,94,248,7/29/2020,Just Checking
V013552,1178,94,248,7/29/2020,Just Checking
V002785,1555,1062,47,7/29/2020,Contract Discussion
V012845,713,1100,173,7/31/2020,Just Checking
V012844,713,1100,173,7/31/2020,Price Inquiry
V013193,657,2505,145,8/2/2020,Area Comparison
V013192,657,2505,145,8/2/2020,Browsing
V015022,471,2763,230,8/3/2020,Browsing
V004230,876,1570,145,8/3/2020,Final Check
V006342,2007,1356,85,8/3/2020,First Viewing
V015023,471,2763,230,8/3/2020,Initial Interest
V001243,476,1924,47,8/3/2020,First Viewing
V015300,1837,1174,138,8/4/2020,Area Comparison
V016121,747,2764,140,8/4/2020,Price Inquiry
V013610,96,1145,240,8/4/2020,Initial Interest
V016120,747,2764,140,8/4/2020,Browsing
V010757,1875,2466,78,8/4/2020,Browsing
V013611,96,1145,240,8/4/2020,Just Checking
V004232,1210,1285,195,8/4/2020,First Viewing
V010756,1875,2466,78,8/4/2020,Browsing
V012525,996,470,106,8/4/2020,Initial Interest
V012524,996,470,106,8/4/2020,Browsing
V015301,1837,1174,138,8/4/2020,Initial Interest
V009324,530,635,15,8/5/2020,Price Inquiry
V011334,2002,2236,141,8/5/2020,Price Inquiry
V004228,876,1570,145,8/5/2020,First Viewing
V009325,530,635,15,8/5/2020,Initial Interest
V004233,1210,1285,195,8/5/2020,Negotiation
V005278,1042,1969,62,8/5/2020,Negotiation
V004231,876,1570,145,8/5/2020,Contract Discussion
V011335,2002,2236,141,8/5/2020,Price Inquiry
V010443,167,1463,186,8/6/2020,Just Checking
V015754,1788,2176,237,8/6/2020,Initial Interest
V009755,1314,293,243,8/6/2020,Price Inquiry
V015755,1788,2176,237,8/6/2020,Just Checking
V009754,1314,293,243,8/6/2020,Area Comparison
V010442,167,1463,186,8/6/2020,Price Inquiry
V001703,431,683,190,8/7/2020,Negotiation
V014645,2001,2394,30,8/7/2020,Price Inquiry
V014644,2001,2394,30,8/7/2020,Initial Interest
V010535,735,2876,97,8/8/2020,Price Inquiry
V002783,1555,1062,47,8/8/2020,Negotiation
V001244,476,1924,47,8/8/2020,Negotiation
V007598,1529,1512,155,8/8/2020,Negotiation
V012927,1654,1595,99,8/8/2020,Area Comparison
V012926,1654,1595,99,8/8/2020,Area Comparison
V010534,735,2876,97,8/8/2020,Area Comparison
V014168,1159,695,63,8/9/2020,Just Checking
V012005,1329,1137,64,8/9/2020,Initial Interest
V010384,927,6,127,8/9/2020,Browsing
V012004,1329,1137,64,8/9/2020,Just Checking
V010385,927,6,127,8/9/2020,Just Checking
V009722,1181,2253,52,8/9/2020,Price Inquiry
V009723,1181,2253,52,8/9/2020,Price Inquiry
V014169,1159,695,63,8/9/2020,Initial Interest
V012944,1839,652,71,8/10/2020,Area Comparison
V013371,1016,1463,225,8/10/2020,Price Inquiry
V012945,1839,652,71,8/10/2020,Browsing
V013370,1016,1463,225,8/10/2020,Browsing
V001702,431,683,190,8/11/2020,First Viewing
V007597,1529,1512,155,8/11/2020,First Viewing
V010732,723,332,116,8/11/2020,Just Checking
V010733,723,332,116,8/11/2020,Browsing
V015029,1319,2013,135,8/12/2020,Just Checking
V012902,1211,745,117,8/12/2020,Initial Interest
V009349,1879,1215,128,8/12/2020,Just Checking
V011160,1370,1285,129,8/12/2020,Just Checking
V012903,1211,745,117,8/12/2020,Price Inquiry
V011161,1370,1285,129,8/12/2020,Initial Interest
V009348,1879,1215,128,8/12/2020,Area Comparison
V015028,1319,2013,135,8/12/2020,Browsing
V016196,20,1276,249,8/14/2020,Price Inquiry
V011270,1117,836,207,8/14/2020,Initial Interest
V016197,20,1276,249,8/14/2020,Initial Interest
V011271,1117,836,207,8/14/2020,Price Inquiry
V014236,694,2937,132,8/15/2020,Initial Interest
V014237,694,2937,132,8/15/2020,Initial Interest
V014782,473,2085,23,8/15/2020,Price Inquiry
V014783,473,2085,23,8/15/2020,Browsing
V015679,1601,1974,188,8/16/2020,Just Checking
V015678,1601,1974,188,8/16/2020,Area Comparison
V014503,1582,583,42,8/18/2020,Price Inquiry
V014502,1582,583,42,8/18/2020,Price Inquiry
V011703,1222,2209,236,8/19/2020,Just Checking
V005633,1733,840,82,8/19/2020,Negotiation
V011702,1222,2209,236,8/19/2020,Just Checking
V002784,1555,1062,47,8/19/2020,Final Check
V005634,1733,840,82,8/19/2020,Final Check
V010626,320,345,205,8/19/2020,Area Comparison
V010627,320,345,205,8/19/2020,Just Checking
V013613,77,114,109,8/20/2020,Just Checking
V013795,563,1014,146,8/20/2020,Area Comparison
V013939,1592,2428,99,8/20/2020,Initial Interest
V013938,1592,2428,99,8/20/2020,Price Inquiry
V010859,861,1949,28,8/20/2020,Initial Interest
V010858,861,1949,28,8/20/2020,Just Checking
V013794,563,1014,146,8/20/2020,Price Inquiry
V013612,77,114,109,8/20/2020,Browsing
V010623,477,2853,138,8/21/2020,Browsing
V014276,1994,59,156,8/21/2020,Price Inquiry
V010622,477,2853,138,8/21/2020,Area Comparison
V014277,1994,59,156,8/21/2020,Initial Interest
V015478,1949,488,54,8/22/2020,Just Checking
V015479,1949,488,54,8/22/2020,Browsing
V009188,130,786,85,8/23/2020,Browsing
V014881,398,1542,51,8/23/2020,Price Inquiry
V014880,398,1542,51,8/23/2020,Initial Interest
V005280,1042,1969,62,8/23/2020,Contract Discussion
V009189,130,786,85,8/23/2020,Initial Interest
V014252,1833,267,104,8/25/2020,Initial Interest
V014253,1833,267,104,8/25/2020,Browsing
V010752,1645,1160,148,8/25/2020,Initial Interest
V010753,1645,1160,148,8/25/2020,Browsing
V005682,1015,1874,232,8/26/2020,Negotiation
V010361,879,2874,162,8/27/2020,Area Comparison
V012023,1409,991,75,8/27/2020,Area Comparison
V012022,1409,991,75,8/27/2020,Initial Interest
V009228,966,2100,24,8/27/2020,Price Inquiry
V010360,879,2874,162,8/27/2020,Price Inquiry
V009229,966,2100,24,8/27/2020,Price Inquiry
V012111,846,1903,152,8/28/2020,Initial Interest
V011779,973,536,29,8/28/2020,Price Inquiry
V011778,973,536,29,8/28/2020,Area Comparison
V012110,846,1903,152,8/28/2020,Initial Interest
V010064,208,541,155,8/29/2020,Area Comparison
V014194,1885,983,53,8/29/2020,Initial Interest
V014195,1885,983,53,8/29/2020,Area Comparison
V009282,17,133,121,8/29/2020,Area Comparison
V015512,1755,780,249,8/29/2020,Initial Interest
V015513,1755,780,249,8/29/2020,Area Comparison
V009283,17,133,121,8/29/2020,Just Checking
V010065,208,541,155,8/29/2020,Initial Interest
V012209,733,687,62,8/30/2020,Just Checking
V012208,733,687,62,8/30/2020,Price Inquiry
V005277,1042,1969,62,8/31/2020,First Viewing
V005632,1733,840,82,9/1/2020,First Viewing
V014367,166,2558,235,9/1/2020,Price Inquiry
V014366,166,2558,235,9/1/2020,Price Inquiry
V007669,1789,2915,176,9/1/2020,First Viewing
V015901,261,2178,191,9/1/2020,Area Comparison
V015900,261,2178,191,9/1/2020,Area Comparison
V012645,721,522,221,9/2/2020,Area Comparison
V012644,721,522,221,9/2/2020,Area Comparison
V016250,129,2558,162,9/4/2020,Area Comparison
V014657,1847,1462,222,9/4/2020,Area Comparison
V011296,83,730,84,9/4/2020,Area Comparison
V014656,1847,1462,222,9/4/2020,Initial Interest
V011297,83,730,84,9/4/2020,Initial Interest
V016251,129,2558,162,9/4/2020,Browsing
V011577,138,1811,213,9/5/2020,Just Checking
V011576,138,1811,213,9/5/2020,Initial Interest
V011436,1428,2438,134,9/5/2020,Initial Interest
V011437,1428,2438,134,9/5/2020,Just Checking
V010703,1205,910,177,9/5/2020,Browsing
V010702,1205,910,177,9/5/2020,Area Comparison
V010085,123,258,30,9/6/2020,Area Comparison
V010225,358,341,75,9/6/2020,Browsing
V005279,1042,1969,62,9/6/2020,Final Check
V010224,358,341,75,9/6/2020,Initial Interest
V010084,123,258,30,9/6/2020,Price Inquiry
V009681,852,1260,215,9/7/2020,Just Checking
V002368,2024,1546,207,9/7/2020,First Viewing
V011371,187,1711,37,9/7/2020,Price Inquiry
V011370,187,1711,37,9/7/2020,Area Comparison
V009680,852,1260,215,9/7/2020,Price Inquiry
V013814,1065,2752,127,9/8/2020,Browsing
V011092,1969,91,145,9/8/2020,Just Checking
V011093,1969,91,145,9/8/2020,Just Checking
V013815,1065,2752,127,9/8/2020,Area Comparison
V011126,480,1346,230,9/8/2020,Price Inquiry
V011127,480,1346,230,9/8/2020,Browsing
